Client,Count_CA,Count_SA,Count_MF,Count_OVD,Count_CC,Count_CL,ActBal_CA,ActBal_SA,ActBal_MF,ActBal_OVD,ActBal_CC,ActBal_CL,Gender,Age,Tenure,VolumeCred,VolumeCred_CA,TransactionsCred,TransactionsCred_CA,VolumeDeb,VolumeDeb_CA,VolumeDebCash_Card,VolumeDebCashless_Card,VolumeDeb_PaymentOrder,TransactionsDeb,TransactionsDeb_CA,TransactionsDebCash_Card,TransactionsDebCashless_Card,TransactionsDeb_PaymentOrder,Sale_MF,Sale_CC,Sale_CL,Revenue_MF,Revenue_CC,Revenue_CL
1194,1,,,,,,4.670357143,,,,,,F,32,149,160.7153571,160.7153571,2,2,142.8571429,142.8571429,142.8571429,0,0,1,1,1,0,0,,,,,,
1195,1,,,1,,,120.1517857,,,0,,,M,68,200,1227.041786,1227.041786,2,2,1094.673929,1094.673929,357.1428571,330.8525,401.5714286,30,30,1,16,11,0,0,1,0,0,3.321428571
1196,1,,,,,,3405.242857,,,,,,M,20,183,0.052142857,0.052142857,1,1,0.892857143,0.892857143,0,0,0,1,1,0,0,0,0,0,1,0,0,17.6625
1197,1,,,,,,320.05,,,,,,F,62,36,0.001071429,0.001071429,1,1,3.392857143,3.392857143,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1198,1,,,,,,3378.41,,,,,,M,34,144,512.5310714,512.5310714,5,5,662.7571429,662.7571429,535.7142857,22.32857143,100.8214286,15,15,5,1,5,0,0,0,0,0,0
1199,1,,,,,,0,,,,,,F,73,178,,,,,,,,,,,,,,,0,1,0,0,5.892857143,0
1200,1,1,2,1,1,,2137.8975,6841.314643,71428.57143,0,2.357142857,,F,50,81,2621.3525,1872.055357,33,23,3043.395714,1872.055357,392.8571429,315.0910714,53.03571429,51,28,6,9,5,,,,,,
1201,2,,,1,,,115.4642857,,,0,,,F,61,132,955.3260714,955.3260714,5,5,955.2457143,955.2457143,160.7142857,321.6814286,264.8214286,22,22,1,12,6,,,,,,
1202,3,,,,,,1500.808214,,,,,,M,74,62,196.445,196.445,2,2,53.57142857,53.57142857,0,44.14285714,7.464285714,4,4,0,1,2,0,0,0,0,0,0
1203,1,,,,,,35.14535714,,,,,,F,45,174,,,,,,,,,,,,,,,0,0,0,0,0,0
1204,1,,,,,,147.3178571,,,,,,F,27,65,2364.433571,2364.433571,9,9,2728.263214,2728.263214,592.8571429,503.5239286,1075.214286,51,51,10,18,15,,,,,,
1205,1,,,1,,,628.3125,,,176.8853571,,,M,69,83,365.0857143,365.0857143,3,3,387.4392857,387.4392857,160.7142857,27.83214286,194.0714286,13,13,5,3,4,0,1,0,0,12.76535714,0
1206,1,,,,,,79.51178571,,,,,,F,51,68,1580.435714,1580.435714,4,4,714.2857143,714.2857143,714.2857143,0,0,3,3,3,0,0,1,0,0,22.16589286,0,0
1207,1,1,2,,1,,1347.813214,5193.253214,1445.137857,,318.5078571,,F,31,71,19807.07036,10145.92107,12,3,12354.77536,11843.87321,814.2857143,601.2985714,1038.107143,52,32,4,19,20,,,,,,
1208,1,,,,,,664.5782143,,,,,,F,23,62,844.8542857,844.8542857,3,3,376.25,376.25,178.5714286,0,194.6428571,7,7,1,0,5,0,0,0,0,0,0
1209,1,,,,,,588.7410714,,,,,,M,50,19,1035.715714,1035.715714,2,2,1095.932143,1095.932143,0,0,0,2,2,0,0,0,0,0,1,0,0,9.428571429
1210,1,1,,,,,2639.026786,67.13142857,,,,,F,17,171,1931.360357,1756.511429,6,4,891.8010714,891.8010714,0,526.7653571,162.7142857,11,11,0,7,1,,,,,,
1211,1,,,1,1,,251.0271429,,,0,2.357142857,,M,6,61,2171.725714,1416.196429,26,20,2217.144643,1401.814286,178.5714286,103.2785714,442.2835714,45,18,5,4,6,,,,,,
1212,1,,,1,,,8.087142857,,,0,,,M,32,198,4107.189643,4107.189643,3,3,337.7107143,337.7107143,0,0,0,3,3,0,0,0,1,0,0,2.999285714,0,0
1213,1,,,1,,,1615.341786,,,0,,,M,36,152,2035.054643,2035.054643,11,11,1494.714286,1494.714286,1285.714286,0,204.9642857,17,17,8,0,5,0,1,0,0,2.392857143,0
1214,2,,2,,,,2102.161429,,9584.659643,,,,F,41,19,458.1171429,458.1171429,2,2,642.6071429,642.6071429,142.8571429,39.56071429,260.8214286,16,16,1,2,10,0,1,0,0,1.785714286,0
1215,1,,,,,,3079.511429,,,,,,M,29,55,887.5417857,887.5417857,4,4,1333.432143,1333.432143,571.4285714,111.2178571,645.1071429,17,17,4,3,6,0,0,0,0,0,0
1216,1,,,,,1,166.9182143,,,,,4202.201429,F,61,8,916.4667857,883.4660714,3,2,981.4278571,976.7492857,178.5714286,221.4957143,355.3214286,47,45,1,30,10,0,0,0,0,0,0
1217,1,,,,,,6752.244643,,,,,,M,38,165,0.002142857,0.002142857,1,1,714.2857143,714.2857143,0,0,714.2857143,1,1,0,0,1,0,0,0,0,0,0
1218,1,1,,,,,54.82392857,1584.643214,,,,,F,36,49,250.6489286,241.8342857,3,2,3220.535357,6.249642857,0,0,3214.285714,5,2,0,0,3,,,,,,
1219,1,,,,,,5164.206429,,,,,,M,33,19,347.3221429,347.3221429,2,2,368.4928571,368.4928571,71.42857143,19.67142857,246.3214286,13,13,2,3,5,0,0,0,0,0,0
1220,1,1,,1,1,,1242.643214,26851.72464,,493.2075,1.428571429,,M,28,53,1324.341429,966.5921429,39,33,1465.728571,1001.243929,371.4285714,122.8285714,141.2142857,73,40,12,12,4,1,0,1,4.910714286,0,4.251428571
1221,1,,,1,,,2577.329286,,,0,,,M,86,17,2524.253571,1708.685714,26,24,2611.156786,1708.685714,403.5714286,160.5821429,306.2142857,47,25,7,3,6,0,0,0,0,0,0
1222,1,,,,,,21770.8125,,,,,,F,21,39,405.6907143,405.6907143,5,5,438.3996429,438.3996429,71.42857143,279.8285714,83.74964286,15,15,1,7,6,,,,,,
1223,1,,,,,,143.3167857,,,,,,F,44,0,858.2603571,858.2603571,4,4,760.6035714,760.6035714,478.5714286,241.6392857,36.46428571,19,19,4,11,2,0,0,1,0,0,18.0525
1224,1,,,,,,116.3314286,,,,,,M,90,151,571.5132143,571.5132143,2,2,7801.615357,7801.615357,3271.428571,3292.765,170.3928571,40,40,9,17,6,0,1,0,0,0.214285714,0
1225,1,,,,,,3749.135,,,,,,M,45,220,1267.996786,1267.996786,7,7,1410.729643,1410.729643,314.2857143,550.9442857,513.3567857,48,48,10,24,4,,,,,,
1226,1,,4,1,1,,35.71428571,,15589.22679,0,1.178571429,,F,82,211,2130.237857,1671.907857,16,8,2241.154643,1678.608571,214.2857143,333.0742857,1005.75,77,22,6,47,10,,,,,,
1227,1,2,,,,,106.7432143,35945.74357,,,,,F,39,122,948.0632143,928.5771429,3,2,1793.285714,1793.285714,1428.571429,50.35714286,297.3571429,13,13,2,1,8,,,,,,
1228,1,,,,,,1018.8925,,,,,,F,19,7,562.7560714,562.7560714,2,2,633.5639286,633.5639286,135.7142857,247.8496429,250,18,18,2,15,1,,,,,,
1229,1,,,,,,324.0157143,,,,,,F,64,175,1411.503571,1411.503571,7,7,1442.830714,1442.830714,571.4285714,721.1521429,150.25,47,47,2,39,6,,,,,,
1230,1,,1,1,1,,3.109285714,,9198.638214,0,382.2635714,,F,45,20,1845.285,1839.472857,31,26,2988.16,2061.475714,275,754.9767857,1011.316786,86,59,6,26,20,1,0,0,1.5475,0,0
1231,1,,,,,,819.8539286,,,,,,F,6,232,0.015714286,0.015714286,2,2,2257,2257,2250,0,0,9,9,6,0,0,0,0,1,0,0,24.43464286
1232,1,,,,,,18.08928571,,,,,,M,56,149,1209.542857,1209.542857,3,3,1338.365,1338.365,321.4285714,184.5078571,825.2857143,22,22,1,10,10,1,1,0,1.825357143,6.035714286,0
1233,1,,,,,,199.5110714,,,,,,F,38,25,928.5728571,928.5728571,2,2,839.25,839.25,828.5714286,7.142857143,0,7,7,3,1,0,0,0,0,0,0,0
1234,1,,,,,,0.019285714,,,,,,F,52,114,7.143214286,7.143214286,2,2,21.42857143,21.42857143,21.42857143,0,0,2,2,2,0,0,,,,,,
1235,1,1,6,,,,27.67214286,5936.270714,10492.55393,,,,M,65,97,485.4621429,484.3025,3,2,393.6785714,393.6785714,250,0,143.25,8,8,1,0,6,0,0,0,0,0,0
1236,1,1,,,,,2278.614643,0,,,,,M,24,151,7.895714286,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1237,1,1,,,,1,1028.481429,728.4482143,,,,10059.69571,F,43,134,1135.518214,844.215,8,5,856.7178571,810.6821429,92.85714286,4.967857143,558.3571429,22,19,4,2,9,,,,,,
1238,1,,,,,,602.6167857,,,,,,M,50,54,560.7171429,560.7171429,3,3,1000.567857,1000.567857,678.5714286,211.4607143,107.1428571,21,21,3,16,1,0,0,1,0,0,12.6725
1239,1,,,,,,1421.060714,,,,,,F,27,26,201.6232143,201.6232143,4,4,127.3071429,127.3071429,0,73.73571429,53.57142857,6,6,0,5,1,0,0,0,0,0,0
1240,1,,,1,,2,5.842857143,,,0,,194.8039286,M,47,150,5316.912857,3320.011429,30,24,4826.772857,3320.011429,375,14.28571429,861.1428571,47,26,7,1,9,,,,,,
1241,1,,,1,,,22939.27,,,0,,,F,2,170,186.62,181.2582143,5,3,183.945,181.2582143,0,0,0,7,5,0,0,0,,,,,,
1242,1,,2,1,,,281.6489286,,12436.57214,28.29464286,,,F,23,63,3760.216071,3429.501786,5,4,3676.630714,3676.630714,567.8571429,668.0285714,2103.296429,33,33,6,12,12,,,,,,
1243,2,,3,,,,1.291428571,,8745.785714,,,,M,78,51,1213.003929,1213.003929,2,2,1262.75,1262.75,357.1428571,0,862.7142857,17,17,3,0,9,,,,,,
1244,1,,,,,,2392.714643,,,,,,F,34,152,,,,,,,,,,,,,,,,,,,,
1245,1,,,,,,538.6903571,,,,,,M,51,181,3398.038571,3398.038571,7,7,2658.764286,2658.764286,1785.714286,76.69285714,793.6428571,9,9,2,1,5,0,0,0,0,0,0
1246,1,,,,,,12519.4,,,,,,F,42,180,0.033571429,0.033571429,1,1,500.8878571,500.8878571,440.4785714,19.08214286,35.71428571,10,10,3,2,1,0,1,1,0,4.464285714,4.785714286
1247,1,1,,1,,,790.3917857,0.009642857,,0,,,M,61,55,628.2882143,627.0635714,5,4,1012.873929,1012.873929,357.1428571,274.5525,375.9285714,26,26,1,4,19,1,0,0,20.45107143,0,0
1248,2,,1,,,,12.71642857,,10422.84964,,,,F,28,33,407.2042857,407.2042857,2,2,31.55714286,31.55714286,0,31.55714286,0,2,2,0,2,0,,,,,,
1249,1,,,,,,7292.547857,,,,,,M,66,71,380.7153571,380.7153571,4,4,342.6428571,342.6428571,132.1428571,9.821428571,195.6428571,16,16,9,1,4,,,,,,
1250,1,,,1,,,825.8328571,,,0,,,F,40,15,710.44,458.1717857,7,5,666.3435714,458.1717857,0,0,0,9,5,0,0,0,,,,,,
1251,1,,,1,,,809.2982143,,,0,,,M,53,74,582.9289286,582.9289286,2,2,609.1071429,609.1071429,607.1428571,0,0,2,2,1,0,0,,,,,,
1252,1,2,2,,,,95.57821429,12681.21071,0,,,,M,44,152,134.2367857,134.15,4,3,534.3571429,534.3571429,357.1428571,0,177,3,3,1,0,1,,,,,,
1253,1,,,1,,,1181.363929,,,0,,,M,50,134,345.7682143,345.7682143,5,5,418.6785714,418.6785714,0,0,414.3214286,14,14,0,0,13,0,1,1,0,6,11.49607143
1254,1,,,,,,740.4503571,,,,,,M,39,180,2555.518571,2555.518571,7,7,2398.979286,2398.979286,750,364.9792857,1278.571429,36,36,4,17,13,0,0,1,0,0,2.107142857
1255,1,,,,,,7410.411071,,,,,,F,42,136,107.1439286,107.1439286,2,2,112.5567857,112.5567857,0,0,0,5,5,0,0,0,0,1,0,0,4.714285714,0
1256,1,,,1,1,,237.1485714,,,0,426.4360714,,M,6,149,382.7128571,262.5953571,13,8,433.0478571,262.5953571,0,0,139.3928571,17,8,0,0,4,0,0,0,0,0,0
1257,1,,,,,,1693.3775,,,,,,F,23,8,867.86,867.86,3,3,343.3407143,343.3407143,200,67.61785714,75.72285714,18,18,6,9,3,,,,,,
1258,1,1,7,1,,,147.0489286,357.9221429,0,0,,,M,63,48,682.8703571,669.5614286,16,12,1148.027143,996.7178571,428.5714286,0,554.8403571,20,15,4,0,8,1,0,0,0.146785714,0,0
1259,2,,,,,1,0,,,,,2933.313571,M,26,228,370.6760714,339.2867857,3,2,327.5371429,323.18,17.85714286,33.25142857,221.5,15,13,1,3,7,0,0,1,0,0,12.65928571
1260,1,2,,,,,2811.382857,3586.711786,,,,,M,61,171,339.1239286,334.9514286,3,2,1038.722857,1038.722857,857.1428571,29.90142857,71.42857143,11,11,4,1,1,,,,,,
1261,1,,,1,,,958.0035714,,,336.21,,,M,22,148,1696.090357,1159.682143,26,23,1700.436071,1144.218571,185.7142857,55.62821429,199.5,42,22,4,6,6,0,0,1,0,0,6.163571429
1262,1,1,1,,,,5.727857143,35256.97786,1350.073929,,,,M,34,67,518.0146429,518.0139286,4,3,1016.885714,1016.885714,178.5714286,144.3142857,688.25,13,13,1,7,4,,,,,,
1263,1,,,1,1,1,0,,,1211.621071,2.357142857,4233.136071,M,69,103,1287.416429,1087.5775,18,11,1188.171429,1063.880714,0,31.755,471.5,30,21,0,2,10,,,,,,
1264,1,,,,,,12992.51071,,,,,,M,77,28,357.1439286,357.1439286,2,2,323.6071429,323.6071429,0,0,320.2142857,7,7,0,0,6,1,0,0,36.82660714,0,0
1265,1,,,,,,2941.993929,,,,,,F,31,162,364.41,364.41,2,2,583.7460714,583.7460714,464.2857143,112.4960714,0,9,9,3,4,0,0,0,1,0,0,17.17535714
1266,1,,1,1,,,2094.669286,,7743.577143,0,,,F,20,59,1348.016429,1348.016429,4,4,1030.318214,1030.318214,178.5714286,157.2857143,689.8182143,15,15,1,4,8,0,1,0,0,8.607142857,0
1267,1,1,,1,,1,1753.040714,1959.871071,,461.3339286,,4312.384643,F,37,125,1284.863929,1028.784643,17,12,1238.068571,1028.784643,600,0,83.53571429,32,19,5,0,4,0,1,1,0,2.858214286,21.82071429
1268,1,,,,,,491.3907143,,,,,,F,23,179,0.015,0.015,1,1,1.964285714,1.964285714,0,0,0,1,1,0,0,0,0,0,1,0,0,20.34357143
1269,1,,,,,,514.055,,,,,,F,37,43,,,,,,,,,,,,,,,0,0,0,0,0,0
1270,1,,,,,,3.658214286,,,,,,F,38,43,0.017857143,0.017857143,1,1,274.7857143,274.7857143,178.5714286,96.21428571,0,4,4,2,2,0,,,,,,
1271,2,1,1,1,,,4492.061786,1990.502857,0,0,,,M,42,94,865.7125,865.6992857,5,4,1144.831786,1144.831786,125,401.6525,614.7864286,30,30,1,15,13,,,,,,
1272,1,,1,,,,5786.205714,,5861.208929,,,,M,35,96,2108.401786,2108.401786,5,5,1930.168571,1930.168571,714.2857143,288.3114286,924.3214286,18,18,3,4,9,0,0,0,0,0,0
1273,1,,,,,,165.95,,,,,,M,47,161,1258.206071,1258.206071,4,4,921.7364286,921.7364286,57.14285714,194.5107143,666.69,23,23,2,13,7,1,1,0,0.777142857,5.785714286,0
1274,1,,6,,,,15.485,,0,,,,M,41,35,993.5571429,993.5571429,5,5,2499.696429,2499.696429,107.1428571,82.26785714,2310.285714,11,11,1,2,8,0,0,0,0,0,0
1275,1,,,,,,39.79178571,,,,,,F,66,84,0.009642857,0.009642857,1,1,2.531071429,2.531071429,0,0,0,2,2,0,0,0,1,0,0,0.969821429,0,0
1276,1,,,,,2,13915.92536,,,,,1764.589286,M,28,145,610.8932143,514.3132143,4,3,165.9285714,155.1071429,35.71428571,0,0,6,4,1,0,0,0,0,0,0,0,0
1277,1,1,5,,1,,7.361071429,3230.096429,0,,1.428571429,,M,21,19,5998.368929,5357.943214,10,4,3152.741071,2346.678929,607.1428571,831.8835714,523.1325,44,20,4,24,10,1,1,0,4.704821429,2.857142857,0
1278,1,1,,1,,,3964.0125,87992.25607,,0,,,F,60,59,1401.505357,1399.057857,5,4,1551.656429,1551.656429,600,265.4421429,678.1071429,25,25,2,6,14,,,,,,
1279,1,,,,,,3812.316786,,,,,,M,51,163,6514.8875,6514.8875,4,4,3221.775,3221.775,678.5714286,21.09642857,2519.392857,11,11,1,1,8,0,0,0,0,0,0
1280,1,,,,,,25191.65,,,,,,F,48,33,142.8575,142.8575,3,3,172.9585714,172.9585714,0,169.5657143,0,5,5,0,4,0,,,,,,
1281,1,,,,,,7241.138929,,,,,,F,40,15,750.0007143,750.0007143,3,3,770.6714286,770.6714286,0,0,574.8214286,11,11,0,0,8,,,,,,
1282,1,,3,,1,,12164.77929,,1909.849286,,-4.464285714,,M,23,68,18929.47536,18547.135,11,5,13184.93393,12776.78571,0,402.7910714,0,35,4,0,28,0,1,0,0,1.423035714,0,0
1283,1,,,,,,616.2014286,,,,,,M,63,174,1636.375357,1636.375357,6,6,4158.575,4158.575,64.28571429,227.8607143,3734.857143,18,18,1,4,10,0,0,0,0,0,0
1284,1,,,,,,17.91714286,,,,,,F,58,26,714.2892857,714.2892857,2,2,218.8085714,218.8085714,0,14.805,0,7,7,0,5,0,0,0,1,0,0,15.03571429
1285,1,,,,,,84.30357143,,,,,,M,76,4,552.2146429,552.2146429,2,2,570.4157143,570.4157143,25,69.52285714,470.7142857,12,12,1,8,2,0,0,0,0,0,0
1286,1,,3,,,,5612.3525,,3567.839643,,,,M,39,181,499.5442857,499.5442857,5,5,505.0678571,505.0678571,392.8571429,36.13928571,75.21428571,13,13,3,4,5,0,0,0,0,0,0
1287,1,,,1,1,,2962.521786,,,0,315.0121429,,M,40,176,3261.070714,2422.837143,18,14,3053.171786,2476.408571,678.5714286,12.46071429,689.5357143,42,26,7,1,10,0,1,0,0,1.964285714,0
1288,1,1,,1,1,,275.5017857,539.5925,,0,9.5,,M,41,3,1045.343571,1043.878929,7,3,662.07,427.6057143,0,268.6071429,391.32,11,8,0,2,6,,,,,,
1289,1,3,4,,,,1904.926786,7925.148929,0,,,,F,12,20,3298.117857,2100.940714,7,5,38436.78107,2454.638214,0,555.7810714,1898.857143,24,22,0,14,8,,,,,,
1290,1,,,1,,,17862.91929,,,335.5207143,,,M,65,252,390.7153571,390.7153571,6,6,264.0535714,264.0535714,0,70.91071429,186,8,8,0,6,1,0,0,0,0,0,0
1291,1,1,3,1,,,1728.6575,5836.790714,36624.94821,0,,,F,33,226,2145.388214,1787.684286,7,5,2074.003571,2074.003571,642.8571429,300.4321429,57.14285714,15,15,2,7,3,0,0,1,0,0,11.10142857
1292,1,,,,,,244.8164286,,,,,,F,47,151,25.01964286,25.01964286,2,2,2178.353571,2178.353571,14.28571429,20.13928571,2142.857143,6,6,2,2,1,1,0,1,1.0275,0,17.67678571
1293,1,1,,1,,,465.5467857,257.125,,0,,,F,31,151,16961.99107,15080.345,22,14,17111.04714,15266.05929,185.7142857,0,13195.82143,23,15,1,0,5,0,1,1,0,89.76107143,11.54607143
1294,1,,,1,,,980.1721429,,,0,,,F,51,172,2710.374286,2025.514286,18,14,2680.313929,2096.942857,1321.428571,47.51142857,39.28571429,22,13,3,2,2,0,0,0,0,0,0
1295,1,,,1,1,1,1651.142857,,,901.6160714,216.9971429,301.5546429,M,32,162,890.6732143,737.9678571,6,2,931.2207143,867.3921429,178.5714286,207.9857143,16.51785714,21,15,2,8,3,,,,,,
1296,1,,,,,1,82.895,,,,,3237.48,F,49,151,2200.245,2151.5375,4,3,2223.873214,2220.158929,1382.142857,555.6946429,200.6785714,45,44,12,17,6,,,,,,
1297,1,,,,,,14.64607143,,,,,,F,78,159,412.0060714,412.0060714,2,2,560.2607143,560.2607143,210.7142857,207.9035714,140.2142857,31,31,7,18,5,,,,,,
1298,3,,,,,1,40.69714286,,,,,639.8746429,F,26,176,6628.4825,178.5717857,4,2,12878.48214,21.33928571,0,0,0,6,1,0,0,0,0,0,1,0,0,25.24321429
1299,1,,,,,,1725.371071,,,,,,F,24,72,535.7153571,535.7153571,2,2,141.1785714,141.1785714,0,0,137.7857143,4,4,0,0,3,0,0,1,0,0,13.11928571
1300,1,,,1,,,0,,,0,,,M,41,150,157.1503571,157.1503571,2,2,327.7142857,327.7142857,121.4285714,0,206.0714286,8,8,4,0,3,,,,,,
1301,1,,,1,,,603.4128571,,,93.60357143,,,M,52,71,799.4435714,799.4435714,7,7,587.3571429,587.3571429,0,0,578.3928571,13,13,0,0,11,0,0,0,0,0,0
1302,1,1,,,,,35.83464286,1888.0625,,,,,M,66,69,16.9525,0.011785714,3,1,1470.810357,1113.6675,0,238.6703571,822.1071429,9,8,0,4,2,1,1,0,10.12642857,0.428571429,0
1303,1,,,,,,24326.445,,,,,,M,52,151,897.0828571,897.0828571,4,4,855.3603571,855.3603571,250,134.5746429,467.3214286,16,16,3,9,2,0,1,0,0,6,0
1304,1,,,1,,,4963.121071,,,0,,,F,65,80,536.6796429,536.6796429,2,2,543.2492857,543.2492857,285.7142857,0,254.9278571,9,9,1,0,7,,,,,,
1305,1,,,1,,,73.56642857,,,0,,,M,35,152,735.5803571,735.5803571,4,4,595.025,595.025,71.42857143,360.9178571,161.4285714,15,15,1,7,6,0,0,0,0,0,0
1306,1,,,,,,253.2121429,,,,,,F,43,102,979.4296429,979.4296429,3,3,885.9857143,885.9857143,661.7242857,220.6542857,0,11,11,3,6,0,0,1,0,0,0.893928571,0
1307,1,,,1,,,0.012857143,,,0,,,F,50,150,1452.4725,1452.4725,4,4,1305.118214,1305.118214,517.8571429,284.8325,497.1428571,35,35,3,14,16,0,0,0,0,0,0
1308,1,,,,,,12.61285714,,,,,,F,22,10,0,0,0,0,0.893928571,0.893928571,0,0,0,1,1,0,0,0,0,0,1,0,0,12.96107143
1309,1,,,,,,0.040357143,,,,,,M,57,151,1109.891429,1109.891429,7,7,414.5242857,414.5242857,0,227.5242857,174.2857143,14,14,0,8,4,0,1,0,0,2.392857143,0
1310,1,,,,,,4018.206786,,,,,,M,36,104,510.8703571,510.8703571,3,3,1002.671429,1002.671429,0,0,991.9571429,16,16,0,0,14,,,,,,
1311,1,,,,,,155.6346429,,,,,,F,66,135,785.7232143,785.7232143,3,3,736.6464286,736.6464286,17.85714286,159.8607143,554.0714286,17,17,1,3,11,0,0,0,0,0,0
1312,3,,,,,,11295.45714,,,,,,M,64,154,956.3582143,956.3582143,8,8,956.3771429,956.3771429,171.4285714,129.9296429,651.6260714,21,21,2,8,10,0,0,0,0,0,0
1313,1,,,,,,1041.444643,,,,,,M,76,74,391.3325,391.3325,2,2,589.8575,589.8575,0,0,587.0360714,9,9,0,0,8,,,,,,
1314,1,,,1,,,3404.655357,,,0,,,M,34,138,640.7721429,469.4792857,11,8,505.2742857,432.3671429,146.4285714,33.28857143,77.60714286,22,18,4,5,3,,,,,,
1315,1,,,1,1,1,2926.482857,,,289.6335714,0.714285714,2475.792857,F,40,88,2233.345714,1559.934643,12,4,2605.815,2021.116071,535.7142857,579.3417857,1422.917143,43,17,3,23,11,1,0,0,2.724642857,0,0
1316,1,1,,1,1,,2145.81,5861.004643,,0,43.32142857,,F,63,158,2713.495,2665.039286,4,2,2985.423571,2874.767857,400,507.8164286,2029.25,41,39,4,26,10,0,0,1,0,0,3.3175
1317,1,,,,,,435.1732143,,,,,,F,39,176,1077.437143,1077.437143,6,6,743.3117857,743.3117857,178.5714286,471.5260714,89.82142857,35,35,2,29,3,1,0,0,5.987678571,0,0
1318,1,,,,,,3547.130714,,,,,,F,62,242,278.865,278.865,4,4,78.5,78.5,0,78.5,0,2,2,0,2,0,0,0,0,0,0,0
1319,1,,,,,,232.7953571,,,,,,F,22,79,738.46,738.46,2,2,970.5607143,970.5607143,0,0,210,8,8,0,0,3,,,,,,
1320,1,,,1,,,395.2632143,,,573.0067857,,,M,60,191,1234.922143,1234.922143,4,4,410.4414286,410.4414286,35.71428571,8.245,212.8571429,11,11,1,1,6,,,,,,
1321,1,,,,,,25.19535714,,,,,,M,44,180,354.5778571,354.5778571,3,3,560.5357143,560.5357143,557.1428571,0,0,4,4,3,0,0,,,,,,
1322,1,,2,1,,,454.6960714,,0,93.72678571,,,M,63,52,836.6082143,836.6082143,2,2,811.8264286,811.8264286,207.1428571,136.705,338.9285714,15,15,1,6,5,0,1,0,0,14.28571429,0
1323,1,,,,,,325.3625,,,,,,F,70,213,575.4332143,575.4332143,5,5,252.75,252.75,0,120.6071429,132.1428571,6,6,0,4,2,0,0,1,0,0,9.928571429
1324,1,1,2,,,,16287.62786,0,11404.14536,,,,M,48,225,358.5242857,357.145,3,2,22.78571429,22.78571429,0,0,21.46428571,3,3,0,0,2,,,,,,
1325,1,1,,,,,14561.74036,9648.365714,,,,,M,24,134,1723.425,1657.503214,7,5,1865.396071,1508.253214,285.7142857,749.6817857,467.3571429,62,61,10,39,6,0,0,0,0,0,0
1326,1,,,,,,2174.4875,,,,,,M,50,191,1035.001429,1035.001429,4,4,1082.896429,1082.896429,775,86.25357143,219.0357143,13,13,2,3,7,,,,,,
1327,1,,,,,,7733.049286,,,,,,M,57,124,275.1553571,139.2864286,3,2,144.1685714,142.3828571,0,0,0,3,2,0,0,0,0,0,0,0,0,0
1328,1,,7,,,,505.8885714,,0,,,,M,54,52,1467.727857,1467.727857,3,3,1490.339286,1490.339286,303.5714286,275.2678571,905.8214286,51,51,6,18,21,0,0,0,0,0,0
1329,1,,45,,,,715.9089286,,90062.94607,,,,F,16,149,3261.152857,3261.152857,6,6,2479.685,2479.685,714.2857143,131.8642857,1628.749286,32,32,3,8,20,1,0,1,13.35714286,0,7.964285714
1330,1,1,,,,,5264.326786,118932.7639,,,,,M,6,31,343.3767857,343.3767857,3,3,342.8571429,342.8571429,342.8571429,0,0,2,2,2,0,0,0,1,0,0,4.357142857,0
1331,1,,,,,,1091.6975,,,,,,F,79,47,0.313571429,0.313571429,1,1,61.35714286,61.35714286,0,0,60.92857143,3,3,0,0,2,,,,,,
1332,1,,,1,,,0,,,516.2825,,,M,37,209,1314.707857,1314.707857,4,4,538.75,538.75,0,136.1785714,400.2857143,10,10,0,4,5,,,,,,
1333,1,,,,,1,15106.0975,,,,,1113.318214,M,34,198,1813.003214,1636.897857,6,5,1468.6275,1454.913214,589.2857143,226.5203571,363.7142857,38,36,6,11,13,0,0,0,0,0,0
1334,1,1,,,1,,11.18357143,204.4207143,,,1.892857143,,F,69,163,881.7364286,502.2685714,10,3,1704.580714,1448.473571,464.2857143,250.75,677.4642857,34,11,3,20,6,0,0,0,0,0,0
1335,1,,,1,,,91.28321429,,,0,,,F,70,9,1515.2725,1352.723571,12,9,1326.045357,1163.502143,178.5714286,147.5960714,672.1785714,25,22,2,8,8,0,1,0,0,407.9625,0
1336,1,,,,,,1315.715,,,,,,M,61,171,360.7042857,360.7042857,2,2,211.8928571,211.8928571,178.5714286,0,30.71428571,5,5,1,0,3,,,,,,
1337,1,1,6,,,,0,3930.255,3644.262143,,,,F,65,175,1665.110714,1654.392143,7,6,1297.24,1297.24,0,0,1297.24,7,7,0,0,7,1,0,0,3.900178571,0,0
1338,1,,,,,,150.8196429,,,,,,M,42,61,0.001071429,0.001071429,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,19.46107143,0,0
1339,1,,,,,,8518.8575,,,,,,M,80,86,327.3589286,327.3589286,2,2,449.6535714,449.6535714,53.57142857,286.9392857,104.7857143,22,22,2,12,5,,,,,,
1340,1,,,,,,50.72035714,,,,,,M,60,6,5823.408929,5823.408929,3,3,5244.964286,5244.964286,1607.142857,310.6464286,3205.535714,21,21,4,6,9,0,0,0,0,0,0
1341,1,,,,,,5413.299286,,,,,,M,32,180,8214.286071,8214.286071,2,2,8224.285714,8224.285714,0,0,8214.285714,4,4,0,0,1,,,,,,
